ts_ms,time_s,source,state,steer_mode,front_cm,left_cm,right_cm,servo_us
274751,24.05,RAW,ULTRASONIC_ONLY,,245.7,5.6,,1100.0
274876,24.175,T,STOP,STRAIGHT,245.3,5.6,,1100.0
274878,24.177,RAW,ULTRASONIC_ONLY,,245.3,5.6,,1100.0
275001,24.3,T,STOP,STRAIGHT,244.2,5.6,,1100.0
275003,24.302,RAW,ULTRASONIC_ONLY,,244.2,5.6,,1100.0
275117,24.416,T,STOP,CENTER,245.3,5.6,,1500.0
275119,24.418,RAW,ULTRASONIC_ONLY,,245.3,5.6,,1500.0
275222,24.521,T,STOP,CRUISE,126.8,5.6,,1500.0
275225,24.524,RAW,ULTRASONIC_ONLY,,126.8,5.6,,1500.0
275348,24.647,T,STOP,CRUISE,246.4,5.6,,1500.0
275351,24.65,RAW,ULTRASONIC_ONLY,,246.4,5.6,,1500.0
275473,24.772,T,STOP,CRUISE,246.9,5.6,,1500.0
275476,24.775,RAW,ULTRASONIC_ONLY,,246.9,5.6,,1500.0
275606,24.905,T,STOP,CRUISE,246.8,7.2,,1500.0
275609,24.908,RAW,ULTRASONIC_ONLY,,246.8,7.2,,1500.0
275741,25.04,T,STOP,CRUISE,245.3,74.8,,1500.0
275744,25.043,RAW,ULTRASONIC_ONLY,,245.3,74.8,,1500.0
275874,25.173,T,STOP,CRUISE,244.5,48.0,,1500.0
275876,25.175,RAW,ULTRASONIC_ONLY,,244.5,48.0,,1500.0
276006,25.305,T,STOP,CRUISE,246.7,55.8,,1500.0
276009,25.308,RAW,ULTRASONIC_ONLY,,246.7,55.8,,1500.0
276139,25.438,T,STOP,CRUISE,246.9,57.5,,1500.0
276142,25.441,RAW,ULTRASONIC_ONLY,,246.9,57.5,,1500.0
276273,25.572,T,STOP,CRUISE,246.4,61.5,,1500.0
276276,25.575,RAW,ULTRASONIC_ONLY,,246.4,61.5,,1500.0
276407,25.706,T,STOP,CRUISE,246.2,75.4,,1500.0
276409,25.708,RAW,ULTRASONIC_ONLY,,246.2,75.4,,1500.0
276543,25.842,T,STOP,CRUISE,246.2,76.6,,1500.0
276545,25.844,RAW,ULTRASONIC_ONLY,,246.2,76.6,,1500.0
276674,25.973,T,STOP,CRUISE,245.2,35.7,,1500.0
276676,25.975,RAW,ULTRASONIC_ONLY,,245.2,35.7,,1500.0
276809,26.108,T,STOP,CRUISE,246.1,78.0,,1500.0
276812,26.111,RAW,ULTRASONIC_ONLY,,246.1,78.0,,1500.0
276942,26.241,T,STOP,CRUISE,245.1,77.5,,1500.0
276945,26.244,RAW,ULTRASONIC_ONLY,,245.1,77.5,,1500.0
277075,26.374,T,STOP,CRUISE,246.1,59.9,,1500.0
277078,26.377,RAW,ULTRASONIC_ONLY,,246.1,59.9,,1500.0
277200,26.499,T,STOP,CRUISE,244.9,58.8,,1500.0
277202,26.501,RAW,ULTRASONIC_ONLY,,244.9,58.8,,1500.0
277335,26.634,T,STOP,CRUISE,246.8,69.2,,1500.0
277338,26.637,RAW,ULTRASONIC_ONLY,,246.8,69.2,,1500.0
277470,26.769,T,STOP,CRUISE,246.3,69.2,,1500.0
277473,26.772,RAW,ULTRASONIC_ONLY,,246.3,69.2,,1500.0
277607,26.906,T,STOP,CRUISE,246.1,78.5,,1500.0
277609,26.908,RAW,ULTRASONIC_ONLY,,246.1,78.5,,1500.0
277742,27.041,T,STOP,CRUISE,247.2,78.5,,1500.0
277744,27.043,RAW,ULTRASONIC_ONLY,,247.2,78.5,,1500.0
277876,27.175,T,STOP,CRUISE,246.1,62.9,,1500.0
277879,27.178,RAW,ULTRASONIC_ONLY,,246.1,62.9,,1500.0
278012,27.311,T,STOP,CRUISE,245.6,78.5,,1500.0
278014,27.313,RAW,ULTRASONIC_ONLY,,245.6,78.5,,1500.0
278145,27.444,T,STOP,CRUISE,246.2,60.3,,1500.0
278148,27.447,RAW,ULTRASONIC_ONLY,,246.2,60.3,,1500.0
278280,27.579,T,STOP,CRUISE,245.2,58.0,,1500.0
278282,27.581,RAW,ULTRASONIC_ONLY,,245.2,58.0,,1500.0
278413,27.712,T,STOP,CRUISE,246.1,64.1,,1500.0
278416,27.715,RAW,ULTRASONIC_ONLY,,246.1,64.1,,1500.0
278547,27.846,T,STOP,CRUISE,246.4,52.6,,1500.0
278550,27.849,RAW,ULTRASONIC_ONLY,,246.4,52.6,,1500.0
278678,27.977,T,STOP,CRUISE,246.7,52.5,,1500.0
278681,27.98,RAW,ULTRASONIC_ONLY,,246.7,52.5,,1500.0
278810,28.109,T,STOP,CRUISE,245.6,54.3,,1500.0
278813,28.112,RAW,ULTRASONIC_ONLY,,245.6,54.3,,1500.0
278942,28.241,T,STOP,CRUISE,246.4,54.0,,1500.0
278944,28.243,RAW,ULTRASONIC_ONLY,,246.4,54.0,,1500.0
279075,28.374,T,STOP,CRUISE,246.3,55.6,,1500.0
279078,28.377,RAW,ULTRASONIC_ONLY,,246.3,55.6,,1500.0
279206,28.505,T,STOP,CRUISE,246.4,47.6,,1500.0
279208,28.507,RAW,ULTRASONIC_ONLY,,246.4,47.6,,1500.0
279336,28.635,T,STOP,CRUISE,245.3,48.8,,1500.0
279339,28.638,RAW,ULTRASONIC_ONLY,,245.3,48.8,,1500.0
279470,28.769,T,STOP,CRUISE,246.4,48.0,,1500.0
279473,28.772,RAW,ULTRASONIC_ONLY,,246.4,48.0,,1500.0
279603,28.902,T,STOP,CRUISE,246.1,48.7,,1500.0
279606,28.905,RAW,ULTRASONIC_ONLY,,246.1,48.7,,1500.0
279736,29.035,T,STOP,CRUISE,245.8,48.0,,1500.0
279739,29.038,RAW,ULTRASONIC_ONLY,,245.8,48.0,,1500.0
279869,29.168,T,STOP,CRUISE,245.8,47.2,,1500.0
279872,29.171,RAW,ULTRASONIC_ONLY,,245.8,47.2,,1500.0
280001,29.3,T,STOP,CRUISE,245.2,48.4,,1500.0
280004,29.303,RAW,ULTRASONIC_ONLY,,245.2,48.4,,1500.0
280134,29.433,T,STOP,CRUISE,246.0,49.7,,1500.0
280137,29.436,RAW,ULTRASONIC_ONLY,,246.0,49.7,,1500.0
280267,29.566,T,STOP,CRUISE,246.5,48.5,,1500.0
280269,29.568,RAW,ULTRASONIC_ONLY,,246.5,48.5,,1500.0
280400,29.699,T,STOP,CRUISE,245.7,48.5,,1500.0
280403,29.702,RAW,ULTRASONIC_ONLY,,245.7,48.5,,1500.0
